1771901595.571, 1.018, 0.015, 13
1771901595.671, 0.986, -0.004, 13
1771901595.771, 0.995, 0.008, 12
1771901595.871, 0.993, 0.004, 13
1771901595.971, 1.002, -0.001, 12
1771901596.071, 1.000, 0.007, 13
1771901596.171, 1.005, 0.001, 13
1771901596.271, 0.991, -0.009, 12
1771901596.371, 1.010, 0.005, 13
1771901596.471, 0.994, -0.003, 12
1771901596.571, 0.996, -0.015, 13
1771901596.671, 1.000, 0.007, 13
1771901596.771, 0.991, -0.001, 12
1771901596.871, 0.991, -0.001, 13
1771901596.971, 1.000, -0.008, 12
1771901597.071, 1.005, 0.003, 13
1771901597.171, 0.976, -0.003, 12
1771901597.271, 0.938, 0.017, 13
1771901597.371, 0.983, -0.032, 13
1771901597.471, 0.994, 0.006, 12
1771901597.571, 0.983, -0.008, 13
1771901597.671, 0.926, -0.025, 12
1771901597.771, 1.049, -0.066, 12
1771901597.871, 1.052, -0.005, 11
1771901597.971, 0.981, -0.060, 11
1771901598.071, 0.938, -0.063, 13
1771901598.171, 1.046, 0.091, 11
1771901598.271, 1.174, 0.112, 13
1771901598.371, 1.003, 0.079, 12
1771901598.471, 0.972, 0.005, 13
1771901598.571, 1.037, -0.040, 12
1771901598.671, 0.986, -0.010, 12
1771901598.771, 1.006, -0.022, 13
1771901598.871, 1.037, 0.020, 12
1771901598.971, 0.963, 0.053, 13
1771901599.071, 1.031, 0.051, 13
1771901599.171, 1.030, 0.061, 11
1771901599.271, 1.028, 0.007, 13
1771901599.371, 0.992, -0.062, 11
1771901599.471, 0.990, -0.022, 13
1771901599.571, 0.801, -0.191, 12
1771901599.671, 1.008, 0.019, 13
1771901599.771, 1.002, 0.020, 13
1771901599.871, 1.009, 0.005, 12
1771901599.971, 0.855, -0.279, 12
1771901600.071, 1.033, 0.014, 12
1771901600.171, 0.895, -0.142, 11
1771901600.271, 1.005, -0.013, 13
1771901600.371, 1.008, 0.001, 12
1771901600.471, 0.999, 0.009, 13
1771901600.571, 0.997, -0.005, 12
1771901600.671, 1.006, -0.000, 13
1771901600.771, 0.998, -0.004, 12
1771901600.871, 1.006, 0.005, 13
1771901600.971, 1.002, 0.005, 13
1771901601.071, 0.999, 0.006, 11
1771901601.171, 1.011, 0.003, 13
1771901601.271, 0.999, 0.003, 12
1771901601.371, 1.007, -0.003, 13
